73,FF0B,0206,2B06,3806,8006
0C,1688,062A,0638,067F,0671
0C,1689,062B,063A,067F,0671
0C,168A,062D,063C,0680,0673
0C,168B,062D,063C,0680,0673
0C,168C,062B,063A,0680,0671
0C,168D,062A,0639,067F,0670
0C,168E,062B,0639,067F,0672
0C,168F,062D,063B,0681,0674
0C,1690,062D,063C,0681,0674
0C,1691,062C,0639,067F,0673
0C,1692,062A,0638,067F,0672
0C,1693,062C,063A,0680,0673
0C,1694,062D,063A,0681,0675
0C,1695,062C,063A,0680,0674
0C,1696,062B,0639,067F,0673
0C,1697,062B,0638,067F,0672
0C,1698,062B,0638,067F,0674
0C,1699,062D,063B,0681,0675
0C,169A,062E,063B,0681,0675
0C,169B,062B,0638,0680,0673
0C,169C,062A,0637,0680,0672
0C,169D,062C,0639,067F,0673
0C,169E,062D,063B,0681,0675
0C,169F,062E,063B,0680,0674
0C,16A0,062C,0639,0680,0673
0C,16A1,062A,0637,067F,0673
0C,16A2,062A,0638,067F,0673
0C,16A3,062C,063A,0681,0675
0C,16A4,062C,0639,0680,0675
0C,16A5,062B,0638,0680,0674
0C,16A6,062A,0636,067E,0672
0C,16A7,062C,0638,067F,0673
0C,16A8,062D,063A,0680,0675
0C,16A9,062C,063A,0680,0674
0C,16AA,062B,0638,067F,0673
0C,16AB,062A,0636,067F,0672
0C,16AC,062B,0639,0680,0673
0C,16AD,062D,063A,0681,0674
0C,16AE,062C,0639,0681,0675
0C,16AF,062B,0638,0681,0673
0C,16B0,062A,0638,067F,0672
0C,16B1,062B,0639,0680,0673
0C,16B2,062D,063C,0681,0674
0C,16B3,062D,063C,0680,0673
0C,16B4,062B,0639,067F,0671
0C,16B5,062A,0637,067E,0671
0C,16B6,062C,063A,0680,0672
0C,16B7,062E,063B,0681,0674
0C,16B8,062B,0639,0680,0674
0C,16B9,062B,0638,0680,0672
0C,16BA,062B,0638,067F,0673
0C,16BB,062C,0639,0680,0674
0C,16BC,062E,063B,0681,0676
0C,16BD,062D,0639,0680,0675
0C,16BE,062B,0636,067F,0674
0C,16BF,062A,0635,067E,0673
0C,16C0,062C,0639,067F,0674
0C,16C1,062D,0639,0680,0676
0C,16C2,062C,0639,0680,0674
0C,16C3,062C,0637,067F,0674
0C,16C4,062B,0637,067E,0672
0C,16C5,062C,0639,0680,0674
0C,16C6,062D,063C,0681,0675
0C,16C7,062C,063A,0680,0673
0C,16C8,062B,0638,0680,0673
0C,16C9,062A,0637,0680,0673
0C,16CA,062C,0639,0681,0675
0C,16CB,062D,063A,0681,0676
0C,16CC,062C,063A,0681,0674
0C,16CD,062B,0638,0680,0672
0C,16CE,062A,0637,067F,0672
0C,16CF,062C,063A,0680,0674
0C,16D0,062D,063A,0680,0674
0C,16D1,062C,0639,067F,0674
0C,16D2,062B,0638,067F,0673
0C,16D3,062A,0637,067F,0672
0C,16D4,062B,0639,0680,0675
0C,16D5,062D,063B,0681,0675
0C,16D6,062C,0639,0680,0675
0C,16D7,062C,0638,067F,0674
0C,16D8,062B,0637,067F,0673
0C,16D9,062C,0638,067F,0675
0C,16DA,062D,063A,0681,0676
0C,16DB,062C,0638,0680,0675
0C,16DC,062A,0635,067F,0674
0C,16DD,062A,0636,067F,0673
0C,16DE,062C,0638,0680,0676
0C,16DF,062D,0639,0680,0676
0C,16E0,062C,0639,0680,0674
0C,16E1,062B,0638,067F,0672
0C,16E2,062A,0637,067E,0671
0C,16E3,062D,063B,0680,0673
0C,16E4,062E,063C,0681,0674
0C,16E5,062C,063A,0680,0673
0C,16E6,062B,0639,0680,0672
0C,16E7,062B,0639,067F,0671
0C,16E8,062C,063A,0680,0674
0C,16E9,062D,063C,0681,0675
0C,16EA,062D,063A,0681,0674
0C,16EB,062C,0639,067F,0673
0C,16EC,062A,0637,067F,0673
0C,16ED,062C,063A,0680,0674
0C,16EE,062D,063A,0681,0674
0C,16EF,062B,0639,0680,0674
0C,16F0,062A,0637,0680,0672
0C,16F1,062A,0638,067F,0671
0C,16F2,062B,0639,0681,0674
0C,16F3,062D,063C,0681,0674
0C,16F4,062D,063A,067F,0673
0C,16F5,062B,0638,067F,0672
0C,16F6,062B,0638,067F,0672
0C,16F7,062D,063A,0680,0675
0C,16F8,062E,063C,0681,0676
0C,16F9,062C,063B,0681,0674
0C,16FA,062A,0639,0680,0672
0C,16FB,062A,0638,067F,0672
0C,16FC,062C,063B,0681,0674
0C,16FD,062D,063D,0681,0674
0C,16FE,062C,063A,0680,0673
0C,16FF,062B,0638,067F,0672
0C,1700,062B,0638,067F,0672
0C,1701,062C,063A,0681,0673
0C,1702,062D,063B,0681,0675
0C,1703,062C,0639,0680,0674
0C,1704,062C,0638,0680,0674
0C,1705,062B,0636,067F,0674
0C,1706,062D,0639,0681,0675
0C,1707,062D,063B,0681,0676
0C,1708,062B,0638,0681,0675
0C,1709,0629,0637,0680,0673
0C,170A,062A,0638,067F,0672
0C,170B,062D,063A,0680,0674
0C,170C,062D,063B,0681,0674
0C,170D,062D,063A,0680,0672
0C,170E,062B,0639,067E,0671
0C,170F,062A,0638,067E,0672
0C,1710,062C,063A,0680,0674
0C,1711,062E,063B,0680,0674
0C,1712,062B,0639,0680,0674
0C,1713,062A,0638,0680,0673
0C,1714,062A,0638,067F,0672
0C,1715,062B,063A,0681,0674
0C,1716,062D,063B,0681,0675
0C,1717,062C,0639,0680,0673
0C,1718,062B,0638,067F,0672
0C,1719,062B,0638,067F,0673
0C,171A,062D,063C,0680,0673
0C,171B,062D,063C,0681,0674
0C,171C,062C,063A,0680,0673
0C,171D,062A,0638,0680,0672
0C,171E,062A,0638,067F,0671
0C,171F,062C,063B,0681,0674
0C,1720,062D,063B,0681,0674
0C,1721,062C,063A,0680,0673
0C,1722,062A,0638,067F,0672
0C,1723,062A,0638,067F,0672
0C,1724,062D,063B,0680,0674
0C,1725,062D,063B,0681,0675
0C,1726,062B,0639,0680,0673
0C,1727,062A,0638,0680,0672
0C,1728,062B,0637,067F,0672
0C,1729,062D,0639,0680,0675
0C,172A,062D,063A,0680,0675
0C,172B,062C,0638,067F,0675
0C,172C,062B,0636,067E,0673
0C,172D,062B,0637,067F,0673
0C,172E,062D,0639,0680,0676
0C,172F,062D,0639,0680,0676
0C,1730,062B,0638,0680,0675
0C,1731,062B,0638,0680,0673
0C,1732,062B,0638,067F,0673
0C,1733,062D,063C,0680,0675
0C,1734,062F,063C,0680,0674
0C,1735,062C,0639,0680,0673
0C,1736,062B,0638,067F,0672
0C,1737,062B,0639,0680,0672
0C,1738,062D,063B,0681,0674
0C,1739,062C,063B,0681,0674
0C,173A,062C,063A,0681,0672
0C,173B,062B,0639,067F,0671
0C,173C,062B,0638,067F,0672
0C,173D,062D,063B,0680,0674
0C,173E,062D,063C,0681,0673
0C,173F,062B,063B,0680,0672
0C,1740,062B,0639,0680,0671
0C,1741,062B,0639,0680,0672
0C,1742,062D,063C,0681,0674
0C,1743,062C,063B,0681,0674
0C,1744,062B,063A,0680,0673
0C,1745,062B,0638,067F,0672
0C,1746,062B,0639,067F,0674
0C,1747,062D,063B,0681,0674
0C,1748,062D,063B,0680,0673
0C,1749,062C,0639,0680,0674
0C,174A,062B,0637,067F,0672
0C,174B,062B,0639,067F,0673
0C,174C,062C,063A,0681,0675
0C,174D,062C,063A,0681,0674
0C,174E,062B,0639,0680,0673
0C,174F,062B,0637,067F,0672
0C,1750,062B,0639,0680,0673
0C,1751,062D,063B,0681,0674
0C,1752,062E,063B,0680,0674
0C,1753,062C,063A,0680,0673
0C,1754,062B,0638,067F,0672
0C,1755,062B,063A,0680,0673
0C,1756,062C,063B,0681,0674
0C,1757,062D,063B,0681,0674
0C,1758,062C,063A,0680,0673
0C,1759,062B,0638,067F,0671
0C,175A,062C,063A,067F,0673
0C,175B,062E,063B,0680,0675
0C,175C,062E,063B,067F,0675
0C,175D,062C,0638,0680,0673
0C,175E,062A,0638,0680,0672
0C,175F,062B,0639,0680,0673
0C,1760,062D,063B,0681,0675
0C,1761,062D,0639,0680,0675
0C,1762,062D,0638,0680,0673
0C,1763,062B,0637,067F,0672
0C,1764,062B,0639,0680,0674
0C,1765,062D,063A,0681,0675
0C,1766,062C,0639,0681,0675
0C,1767,062A,0638,0681,0674
0C,1768,062A,0637,0680,0673
0C,1769,062B,0638,0680,0674
0C,176A,062D,063A,0682,0676
0C,176B,062D,063A,0680,0674
0C,176C,062B,0639,0680,0672
0C,176D,062A,0637,067F,0672
0C,176E,062C,0639,067F,0673
0C,176F,062D,063C,0680,0674
0C,1770,062C,063A,0681,0674
0C,1771,062C,0638,0680,0673
0C,1772,062B,0636,067F,0673
0C,1773,062C,0637,067F,0675
0C,1774,062C,0639,0680,0676
0C,1775,062C,0639,0680,0675
0C,1776,062A,0637,0680,0673
0C,1777,062A,0636,067F,0672
0C,1778,062B,0638,0680,0675
0C,1779,062D,063A,0681,0675
0C,177A,062C,063A,0680,0674
0C,177B,062C,063A,067F,0672
0C,177C,062B,063A,067F,0671
0C,177D,062C,063B,0680,0673
0C,177E,062E,063E,0681,0673
0C,177F,062C,063D,0681,0672
0C,1780,062B,063B,0680,0670
0C,1781,062B,0639,067F,0671
0C,1782,062D,063B,0680,0673
0C,1783,062D,063B,0680,0674
0C,1784,062D,063A,0680,0674
0C,1785,062B,0638,0680,0672
0C,1786,062A,0638,0680,0672
0C,1787,062B,063A,0681,0674
0C,1788,062D,063B,0681,0675
0C,1789,062B,0639,0681,0674
0C,178A,062C,0639,0680,0673
0C,178B,062B,0639,067F,0672
0C,178C,062D,063A,0680,0674
0C,178D,062E,063B,0680,0676
0C,178E,062D,0639,0680,0675
0C,178F,062B,0638,0680,0674
0C,1790,062A,0637,0680,0673
0C,1791,062B,0639,0681,0675
0C,1792,062D,063B,0681,0676
0C,1793,062D,063A,0680,0674
0C,1794,062B,0639,067F,0672
0C,1795,062B,0639,067E,0671
0C,1796,062D,063A,0680,0674
0C,1797,062E,063B,0680,0675
0C,1798,062D,0639,0680,0674
0C,1799,062C,0638,067F,0672
0C,179A,062A,0637,0680,0673
0C,179B,062C,063A,0681,0674
0C,179C,062D,063B,0682,0675
0C,179D,062C,0639,0681,0674
0C,179E,062C,0638,0680,0673
0C,179F,062C,0638,067F,0672
0C,17A0,062D,063A,0680,0675
0C,17A1,062D,063C,0680,0675
0C,17A2,062C,063A,0681,0674
0C,17A3,062A,0638,0680,0672
0C,17A4,062A,0638,067F,0672
0C,17A5,062C,063A,0681,0674
0C,17A6,062D,063C,0681,0674
0C,17A7,062D,0639,0680,0673
0C,17A8,062C,0638,067F,0673
0C,17A9,062C,0638,067E,0673
0C,17AA,062D,063A,0680,0675
0C,17AB,062D,063C,0681,0675
0C,17AC,062C,063A,0680,0673
0C,17AD,062B,0638,0680,0673
0C,17AE,062A,0637,067F,0673
0C,17AF,062C,063B,0681,0674
0C,17B0,062D,063C,0681,0673
0C,17B1,062C,063A,0680,0673
0C,17B2,062B,0639,067F,0672
0C,17B3,062A,0639,067F,0671
0C,17B4,062C,063C,0681,0673
0C,17B5,062D,063D,0681,0673
0C,17B6,062C,063B,0681,0673
0C,17B7,062B,0639,0680,0672
0C,17B8,062A,0639,067F,0672
0C,17B9,062D,063C,0681,0674
0C,17BA,062E,063C,0681,0674
0C,17BB,062C,063A,0680,0673
0C,17BC,062B,0639,0680,0672
0C,17BD,062A,063A,0680,0671
0C,17BE,062D,063A,0682,0674
0C,17BF,062D,063B,0681,0674
0C,17C0,062C,063A,0680,0673
0C,17C1,062B,0639,0680,0671
0C,17C2,062A,063A,0680,0671
0C,17C3,062D,063C,0681,0673
0C,17C4,062E,063D,0681,0673
0C,17C5,062C,063C,0681,0671
0C,17C6,062B,063B,0680,066F
0C,17C7,062B,063A,067F,0670
0C,17C8,062E,063D,0681,0673
0C,17C9,062E,063D,0681,0674
0C,17CA,062C,063A,0680,0673
0C,17CB,062C,0637,067F,0673
0C,17CC,062C,0636,067E,0675
0C,17CD,062E,0636,067F,0679
0C,17CE,062E,0636,0680,0679
0C,17CF,062C,0632,0680,067B
0C,17D0,062B,0630,067E,0678
0C,17D1,0631,0632,0677,0677
0C,17D2,0630,062F,067C,067F
0C,17D3,0630,0632,067C,067C
0C,17D4,062F,0633,067B,0679
0C,17D5,062D,0633,067B,0675
0C,17D6,062D,0637,067C,0672
0C,17D7,0630,063A,067D,0675
0C,17D8,0630,063B,067E,0675
0C,17D9,062D,0638,067F,0674
0C,17DA,062E,0638,067D,0672
0C,17DB,062D,0638,067D,0673
0C,17DC,062E,063A,067F,0675
0C,17DD,062E,0639,067F,0676
0C,17DE,062D,0636,067E,0676
0C,17DF,062D,0632,067C,0676
0C,17E0,062E,0633,067C,0677
0C,17E1,062F,0637,067E,0677
0C,17E2,062E,0638,067E,0676
0C,17E3,062B,0638,0680,0674
0C,17E4,062B,0638,067E,0671
0C,17E5,062E,063A,067D,0670
0C,17E6,0630,063E,067E,0672
0C,17E7,0630,063F,067E,0671
0C,17E8,062E,063C,067E,0670
0C,17E9,062B,063A,067E,0670
0C,17EA,062B,063B,067F,0671
0C,17EB,062C,063C,0682,0672
0C,17EC,062C,063B,0681,0673
0C,17ED,062A,063A,0681,0671
0C,17EE,0629,063A,0680,066E
0C,17EF,062B,063C,067F,066F
0C,17F0,062F,063C,067F,0672
0C,17F1,0631,063C,067B,0672
0C,17F2,0631,0637,067A,0675
0C,17F3,0631,0634,0678,0675
0C,17F4,062D,0633,067D,0678
0C,17F5,0633,0630,0679,067E
0C,17F6,0639,062B,066D,067F
0C,17F7,062F,061A,066A,0681
0C,17F8,0626,061D,0671,067B
0C,17F9,062E,061B,066A,067F
0C,17FA,062D,0621,066F,067F
0C,17FB,062F,0622,066D,067D
0C,17FC,062F,0621,066B,067B
0C,17FD,062E,0624,066C,0677
0C,17FE,062E,0626,066E,0677
0C,17FF,0630,062C,066E,0675
0C,1800,062C,062D,0672,0673
0C,1801,062A,062B,0672,0671
0C,1802,0629,062A,0671,0670
0C,1803,0629,062C,0673,0672
0C,1804,062C,0630,0674,0672
0C,1805,062D,0630,0672,0671
0C,1806,062C,0630,0671,066D
0C,1807,0629,062F,0672,066D
0C,1808,0628,0631,0675,066D
0C,1809,0628,0635,0678,066D
0C,180A,0626,0633,0679,066D
0C,180B,0626,0633,0676,066B
0C,180C,0627,0630,0674,066B
0C,180D,0628,0630,0675,066F
0C,180E,062B,0633,0674,066F
0C,180F,062B,0631,0673,066F
0C,1810,0627,062D,0674,066F
0C,1811,0627,062C,0673,066E
0C,1812,0628,062B,0673,0672
0C,1813,0629,062B,0675,0675
0C,1814,062B,062B,0673,0674
0C,1815,062C,0629,0670,0674
0C,1816,062B,0629,066E,0672
0C,1817,062C,062B,0671,0673
0C,1818,062C,062F,0672,0672
0C,1819,0629,062F,0675,0671
0C,181A,0627,062F,0676,066E
0C,181B,0626,062F,0674,066B
0C,181C,0627,0631,0676,066E
0C,181D,062A,0636,0676,066C
0C,181E,0629,0635,0675,066A
0C,181F,0626,0634,0676,0667
0C,1820,0624,0635,0676,0665
0C,1821,0624,0638,0678,0667
0C,1822,0625,063A,067B,0667
0C,1823,0624,0638,067A,0666
0C,1824,0623,0636,0678,0666
0C,1825,0624,0634,0677,0667
0C,1826,0627,0635,0676,0669
0C,1827,0627,0634,0678,066E
0C,1828,0629,0634,0676,066C
0C,1829,0626,062F,0676,066D
0C,182A,0627,062D,0674,066E
0C,182B,062A,0630,0674,066E
0C,182C,062B,0631,0673,0670
0C,182D,062C,0631,0671,066D
0C,182E,0629,062E,0672,066E
0C,182F,0627,062D,0674,066C
0C,1830,0626,0630,0677,066E
0C,1831,0628,0634,0677,066D
0C,1832,0628,0634,0676,066A
0C,1833,0627,0633,0674,0669
0C,1834,0628,0634,0672,0667
0C,1835,0626,0634,0678,066B
0C,1836,0627,0637,0679,066A
0C,1837,0626,0634,0678,066B
0C,1838,0625,062F,0677,066C
0C,1839,0629,062F,0672,066B
0C,183A,0629,062D,0675,0672
0C,183B,062A,062F,0674,0672
0C,183C,0629,062F,0674,066F
0C,183D,0626,062D,0674,066D
0C,183E,0625,062D,0674,066C
0C,183F,0626,0631,0677,066E
0C,1840,0629,0635,0677,066C
0C,1841,0628,0633,0676,066B
0C,1842,0628,0634,0675,0669
0C,1843,062A,0634,0671,0667
0C,1844,062A,0635,0674,066C
0C,1845,062A,0635,0675,066C
0C,1846,0627,0631,0677,066D
0C,1847,0625,062F,0676,066C
0C,1848,0623,062A,0675,0670
0C,1849,062B,062B,0671,0674
0C,184A,0630,062D,0672,0677
0C,184B,062E,0629,0671,0679
0C,184C,0630,0627,066E,0677
0C,184D,062F,0626,066C,0678
0C,184E,0632,0627,066F,067B
0C,184F,0632,0626,066F,067D
0C,1850,062F,0628,0671,0679
0C,1851,062A,062C,0674,0673
0C,1852,0629,062E,0675,0670
0C,1853,062B,0635,0676,066E
0C,1854,062B,0637,0678,066E
0C,1855,062A,0635,0677,066D
0C,1856,062F,0639,0674,066A
0C,1857,062C,0635,0676,066F
0C,1858,0631,0639,0675,066F
0C,1859,062C,0637,067B,0672
0C,185A,062B,0637,0679,066F
0C,185B,062A,0632,0679,0671
0C,185C,062B,0633,0677,066F
0C,185D,0632,0634,0674,0673
0C,185E,062F,062E,0676,067A
0C,185F,0630,0631,0673,0674
0C,1860,062D,062D,0675,0674
0C,1861,062B,0630,0676,0671
0C,1862,062A,0634,067C,0673
0C,1863,0626,0638,0681,0670
0C,1864,062C,0639,0679,066C
0C,1865,0627,063A,067C,0669
0C,1866,0629,063A,067A,0669
0C,1867,0629,0639,067D,066F
0C,1868,062C,0641,067B,0668
0C,1869,062D,063F,0679,0667
0C,186A,062B,063A,0678,0669
0C,186B,0628,063A,0679,0668
0C,186C,0628,0637,067D,0670
0C,186D,0630,0636,0675,0672
0C,186E,0631,0631,0671,0673
0C,186F,062A,062A,0673,0673
0C,1870,062B,062A,0671,0674
0C,1871,062F,0628,0672,067B
0C,1872,062E,062C,0672,0677
0C,1873,062E,062C,0671,0675
0C,1874,062C,062C,0672,0672
0C,1875,062A,0632,0675,066D
0C,1876,062B,0634,0678,0670
0C,1877,062A,0634,0679,0671
0C,1878,0628,0636,0679,066C
0C,1879,0629,0639,0679,0668
0C,187A,0628,0639,067B,066B
0C,187B,062B,063C,067C,066D
0C,187C,062A,0638,067D,0670
0C,187D,0628,0638,067C,066E
0C,187E,0628,0639,067B,066A
0C,187F,0627,0636,067C,066D
0C,1880,062E,0638,0679,0671
0C,1881,062A,0633,0678,0671
0C,1882,062A,0638,067B,066D
0C,1883,0627,0636,067B,066C
0C,1884,0626,0637,067E,066D
0C,1885,0627,063A,0680,066D
0C,1886,062B,0638,067C,0671
0C,1887,062F,063A,0677,066C
0C,1888,062D,0639,0677,066A
0C,1889,062F,0637,0676,066E
0C,188A,062F,0636,0679,0673
0C,188B,0630,0632,0677,0676
0C,188C,0633,0630,0671,0674
0C,188D,0632,062E,066D,0672
0C,188E,062D,0626,0671,0679
0C,188F,062A,0628,0675,067A
0C,1890,0627,0624,0677,067D
0C,1891,0627,0629,0676,0675
0C,1892,0628,062A,0674,0672
0C,1893,062A,062C,0674,0674
0C,1894,062F,0630,0674,0674
0C,1895,062D,0631,0675,0673
0C,1896,062D,0637,0674,066A
0C,1897,062E,0637,0671,0667
0C,1898,0629,0637,0678,066A
0C,1899,0628,063D,067B,0667
0C,189A,0623,063A,067F,0668
0C,189B,0622,0639,067F,0668
0C,189C,0623,0638,067C,0667
0C,189D,0627,0637,067A,066A
0C,189E,062D,063A,0678,066D
0C,189F,062D,063B,0678,066B
0C,18A0,062C,063B,0677,0668
0C,18A1,0629,0638,0677,0669
0C,18A2,0629,0639,0678,0669
0C,18A3,0628,0639,067B,066C
0C,18A4,0626,0635,067C,066E
0C,18A5,0628,0631,0678,066F
0C,18A6,062B,062A,0674,0675
0C,18A7,062F,0628,0671,0679
0C,18A8,0633,062A,066F,0679
0C,18A9,0632,0625,066D,067C
0C,18AA,062E,0622,066E,067B
0C,18AB,0629,0621,0671,067A
0C,18AC,061F,0625,067C,0678
0C,18AD,061E,062C,0681,0675
0C,18AE,061E,062D,0681,0673
0C,18AF,0623,062E,067C,0672
0C,18B0,062E,0635,0672,066A
0C,18B1,0637,0638,066C,066D
0C,18B2,063B,0640,0668,0664
0C,18B3,0636,0638,066B,066A
0C,18B4,062F,0638,066F,0667
0C,18B5,0628,0637,0673,0665
0C,18B6,0623,0632,067A,066C
0C,18B7,061C,062C,0681,0673
0C,18B8,0621,062F,067D,0670
0C,18B9,0620,0626,067C,0677
0C,18BA,0624,0620,0677,067B
0C,18BB,062B,0628,0673,0678
0C,18BC,0634,0630,066D,0675
0C,18BD,0634,0630,066D,0673
0C,18BE,062D,0630,0673,0671
0C,18BF,062A,0635,0674,0669
0C,18C0,0626,0633,067B,066F
0C,18C1,0625,063D,0680,066A
0C,18C2,062C,0640,0678,0665
0C,18C3,0627,0636,067A,066B
0C,18C4,062C,063F,0674,0662
0C,18C5,062A,063A,067A,066C
0C,18C6,062E,063D,0678,066B
0C,18C7,062B,063E,0679,0666
0C,18C8,0624,0635,067D,066D
0C,18C9,062A,0633,0676,066C
0C,18CA,0629,0633,0679,066F
0C,18CB,0627,0635,067C,0670
0C,18CC,062A,0633,0678,066F
0C,18CD,0629,062D,0677,0672
0C,18CE,0629,0633,0676,066B
0C,18CF,062A,0634,0678,0670
0C,18D0,062A,0634,067A,0673
0C,18D1,062A,063C,0679,0667
0C,18D2,0627,0638,067A,0669
0C,18D3,0627,0634,0678,066C
0C,18D4,062B,0639,0679,066C
0C,18D5,0627,063B,067E,066B
0C,18D6,062C,063C,0677,0669
0C,18D7,0627,0636,067A,066A
0C,18D8,0625,0638,067B,0668
0C,18D9,062E,0639,0675,066B
0C,18DA,062F,0634,0676,0673
0C,18DB,062B,0631,0677,0672
0C,18DC,0627,062F,0679,0671
0C,18DD,0629,062B,0675,0674
0C,18DE,0629,0630,0678,0671
0C,18DF,0628,0631,067A,0672
0C,18E0,0628,0630,0678,0671
0C,18E1,0629,0633,0676,066B
0C,18E2,0624,0636,067A,0669
0C,18E3,0623,0637,067F,066D
0C,18E4,0629,0639,067B,066C
0C,18E5,062C,063C,0675,0667
0C,18E6,062A,0639,0676,0668
0C,18E7,062A,0638,0675,0667
0C,18E8,0629,0638,067A,066B
0C,18E9,0628,0639,067B,066D
0C,18EA,0629,0635,0678,066C
0C,18EB,0629,062F,0675,0670
0C,18EC,062C,0630,0672,066E
0C,18ED,062A,062E,0676,0674
0C,18EE,062B,062D,0676,0676
0C,18EF,0628,0629,0677,0676
0C,18F0,0626,062D,0676,0670
0C,18F1,0628,062F,0674,066E
0C,18F2,0628,062F,0678,0673
0C,18F3,062B,0636,0678,066E
0C,18F4,0629,0633,0679,0670
0C,18F5,0627,0635,0679,066C
0C,18F6,062D,0639,0673,0668
0C,18F7,062B,063A,0678,066B
0C,18F8,062D,063C,0677,066A
0C,18F9,0626,0635,067B,066D
0C,18FA,0624,0632,067B,066D
0C,18FB,062B,0631,0673,066D
0C,18FC,062D,0630,0674,0673
0C,18FD,062D,0630,0675,0673
0C,18FE,062D,062C,0672,0674
0C,18FF,062B,062A,0672,0674
0C,1900,0629,062C,0673,0671
0C,1901,0629,0630,0677,0673
0C,1902,0628,0632,0679,0671
0C,1903,0626,0634,067A,066D
0C,1904,0628,0636,0677,0668
0C,1905,062D,063E,0674,0664
0C,1906,062F,063F,0674,0665
0C,1907,062A,063C,067A,066A
0C,1908,062D,063C,0675,0667
0C,1909,062A,0639,0676,0667
0C,190A,0628,063A,0677,0666
0C,190B,0629,063A,0679,0669
0C,190C,0628,0634,067A,066E
0C,190D,0628,0630,0678,066F
0C,190E,0628,062C,0674,0670
0C,190F,0629,062A,066F,066D
0C,1910,0628,062A,0673,0672
0C,1911,0626,0626,0675,0676
0C,1912,0626,062B,0672,066E
0C,1913,0623,062A,0674,066D
0C,1914,0623,062A,0676,066F
0C,1915,0627,0633,0676,066B
0C,1916,0628,063A,0676,0665
0C,1917,0629,063B,0674,0663
0C,1918,062A,0637,0672,0665
0C,1919,0629,0636,0674,0667
0C,191A,062C,063D,0675,0666
0C,191B,062B,063A,0677,0669
0C,191C,0628,0636,0677,066A
0C,191D,0623,0634,067A,0669
0C,191E,0626,0632,0676,066D
0C,191F,0628,0631,0677,066F
0C,1920,0627,062F,0678,0671
0C,1921,0628,0630,0674,066D
0C,1922,062A,062D,0672,066D
0C,1923,0628,0630,0675,066F
0C,1924,0628,0634,0678,066F
0C,1925,0629,0634,0678,066E
0C,1926,0628,0639,0678,0667
0C,1927,0626,0637,0677,0667
0C,1928,062A,0637,0676,0669
0C,1929,062E,063B,0675,066A
0C,192A,062C,063D,0676,0667
0C,192B,062D,063B,0674,0666
0C,192C,0627,0634,0677,066A
0C,192D,0625,0636,067A,066A
0C,192E,0628,0634,0679,066E
0C,192F,0626,062D,0679,0673
0C,1930,0625,062B,0678,0672
0C,1931,0627,062D,0674,066F
0C,1932,062C,062C,0670,0671
0C,1933,062A,062D,0674,0672
0C,1934,0629,0630,0674,066F
0C,1935,0628,062E,0674,066F
0C,1936,0627,0630,0674,066B
0C,1937,0627,0638,0677,0666
0C,1938,0629,063A,0677,0667
0C,1939,062C,0637,0674,066B
0C,193A,0629,0638,0676,0667
0C,193B,0627,0638,0675,0665
0C,193C,062A,0639,0675,0666
0C,193D,0628,0638,0679,066A
0C,193E,0626,0637,067A,066A
0C,193F,0628,0633,0675,066A
0C,1940,0627,062D,0674,066E
0C,1941,0626,062D,0676,0671
0C,1942,0629,0630,0676,0670
0C,1943,062A,062E,0674,0672
0C,1944,0629,062F,0674,066F
0C,1945,0626,062E,0675,066E
0C,1946,0628,062F,0676,0671
0C,1947,062A,0634,0677,066F
0C,1948,0626,0634,0679,066D
0C,1949,0626,0634,0678,066A
0C,194A,0626,0634,0677,0669
0C,194B,0627,0638,0678,0669
0C,194C,0628,0639,0678,066A
0C,194D,0627,0636,0679,066B
0C,194E,0626,0636,0677,0668
0C,194F,0625,0632,0678,066A
0C,1950,0627,0634,0678,066D
0C,1951,0629,0632,0678,0671
0C,1952,0628,0630,0677,0671
0C,1953,0629,0632,0675,066C
0C,1954,0627,0631,0675,066D
0C,1955,0629,0634,0676,066E
0C,1956,062A,0635,0678,066E
0C,1957,0629,0634,0678,066D
0C,1958,0627,0634,0676,066A
0C,1959,0624,0633,0679,066B
0C,195A,0626,0635,067A,066D
0C,195B,062A,0638,0677,066B
0C,195C,0628,0635,0679,066C
0C,195D,0628,0634,0676,066A
0C,195E,0628,0631,0674,066B
0C,195F,0629,0631,0677,0670
0C,1960,062B,0633,0676,066F
0C,1961,0628,0630,0677,066F
0C,1962,0627,062E,0676,0670
0C,1963,0627,062E,0674,066E
0C,1964,0629,0631,0676,0670
0C,1965,062C,0634,0676,0670
0C,1966,062A,0633,0676,066F
0C,1967,0627,0633,0677,066B
0C,1968,0626,0636,0677,0665
0C,1969,0625,0636,067B,066B
0C,196A,0628,0638,067A,066B
0C,196B,0628,0637,0678,066A
0C,196C,0624,0635,067A,0669
0C,196D,0628,0637,0675,0666
0C,196E,0628,0636,0679,066C
0C,196F,0629,0636,0678,066D
0C,1970,062B,0633,0675,066E
0C,1971,0627,062D,0676,0671
0C,1972,0628,0630,0675,066D
0C,1973,0628,0631,0678,0671
0C,1974,062A,0632,0677,0671
0C,1975,0629,0632,0675,066D
0C,1976,0626,062F,0677,066E
0C,1977,0626,0631,0676,066C
0C,1978,0628,0634,0678,066D
0C,1979,0627,0638,067B,066C
0C,197A,0626,0638,067A,066A
0C,197B,0627,0635,0678,066A
0C,197C,0627,0634,0677,066A
0C,197D,062A,0639,0678,066A
0C,197E,0628,0637,067B,066D
0C,197F,0626,0636,067A,066A
